"gene_id"
"Emilin1"
"Fbln5"
"Rhbdf1"
"Nrg1"
"P4ha1"
"Igsf8"
"Cdsn"
"Mex3b"
"Niban2"
"Hacd1"
"Ereg"
"Axl"
"Ormdl3"
"Mid1"
"Zfpm1"
"Cyth3"
"Ppil4"
"Etv1"
"Erdr1x_1"
"Tmem176b"
"B4galt7"
"Wiz"
"Prl2c2"
"Ngf"
"Hmga1b"
"Zfp938"
"Gm53269"
"Hexb"
"1700048O20Rik"
"Myo10"
"Nr2c1"
"Syne3"
"Pcdh18"
"Pdia5"
"Ghdc"
"Stk40"
"Gm39701"
"Tenm4"
"Ptprq"
"Gfod1"
"Hspa4l"
"Gm2694"
"F2r"
"Akr1c12"
"Slco4a1"
"Lhfpl6"
"Slc41a3"
"Nlk"
"Ahi1"
"Pcolce2"
"Ascc3"
"Nlrc5"
"Osbpl2"
"Ift20"
"Acat2"
"Nav2"
"Cul9"
"Mfap1a"
"Qtrt2"
"Zfp945"
"Nxt2"
"Plec"
"Erdr1x"
"Ramp3"
"Cwc25"
"Sipa1"
"Rgs2"
"Kcnj2"
"Klhl13"
"Arhgap10"
"Inf2"
"Rbms3"
"Armcx1"
"Acad10"
"Rab11fip5"
"Limd2"
"Lcn2"
"Arhgef11"
"Rnf185"
"Hmgcr"
"H2-Q4"
"Hebp1"
"Grn"
"Tcn2"
"Stau2"
"Slc6a13"
"Fhl3"
"Ier3"
"Ecm1"
"Tmem120a"
"Spout1"
"Helz2"
"Irs1"
"Akna"
"Fendrr"
"Klhl24"
"Pole2"
"Peak1"
"Mfsd11"
"Dap"
"Dtnbp1"
"Ezh1"
"Synj2"
"Nedd9"
"Trib2"
"Sestd1"
"Lrp8"
"Cntnap1"
"Mast2"
"Tiam1"
"Paxbp1"
"Lef1"
"Znrd2"
"Acap1"
"Gm41479"
"Gng2"
"Pnpla7"
"Ndrg1"
"Sh3tc2"
"Ppard"
"Mtnap1"
"Zfp345"
"Sapcd2"
"F3"
"Mras"
"Jun"
"Golph3l"
"Frmd6"
"Als2cl"
"Tuba1a"
"Fstl1"
"Plekho1"
"Sh3bp4"
"Ltbp3"
"Gm6871"
"Tmcc3"
"Fam110c"
"Ube2g2"
"Tgfb3"
"Runx1"
"Ccdc28a"
"Nek6"
"Atxn1"
"Ptbp2"
"Gabpb1"
"Snx18"
"Akap17a"
"Gsk3b"
"Tead1"
"Pkdcc"
"Narf"
"Hdac7"
"Ing3"
"Gstt3"
"Zfp317"
"Fbxo21"
"Rhob"
"Fign"
"Lpar1"
"Scd2"
"Dmtn"
"Gmfg"
"Socs3"
"Lrif1"
"Stard5"
"Gucy2c"
"Sirt6"
"1700025G04Rik"
"Gm35588"
"Ldlr"
"Tns1"
"Trmt11"
"Ttc23"
"Cbr3"
"Sord"
"Rpph1"
"Cd47"
"Vopp1"
"Vill"
"Tmem176a"
"Fancg"
"Tspan33"
"Zswim4"
"Sgo2a"
"Armcx2"
"Cd274"
"Gap43"
"Slc14a1"
"Fam110a"
"Gnpnat1"
"Fam13b"
"Nyap1"
"Cenpf"
"Cc2d2a"
"Masp1"
"Slc35b1"
"Mrc2"
"Zfp931"
"Dip2c"
"Cbr1"
"Mapk6"
"AI467606"
"Pdia4"
"Irgq"
"Bcas3"
"H2-D1"
"Sash1"
"Adgra2"
"Rhou"
"Gm34419"
"Rnd1"
"Pdgfrb"
"Prkab2"
"Il1r1"
"Arl13b"
"Stat2"
"Zbtb11"
"Atp13a5"
"Eva1b"
"Col5a2"
"Dhx40"
"Enpp2"
"Paqr3"
"Imp4"
"Snx11"
"Bsg"
"Spry4"
"H1f2"
"Sgtb"
"Clu"
"A630089N07Rik"
"1700017B05Rik"
"Gprc5a"
"Vipas39"
"Kcnn1"
"Hspg2"
"Garnl3"
"Tbl1xr1"
"Pigo"
"Dgat2"
"Rab39b"
"Ttc39c"
"Alg11"
"Cdk14"
"Pfkfb2"
"Rnf128"
"2610316D01Rik"
"Tmem125"
"Ggct"
"Mtus2"
"Kcnn4"
"Platr25"
"Gm16090"
"Blvrb"
"Gm46430"
"Trmt10c"
"Pigg"
"Ptgs2os"
"Dffa"
"Dhx34"
"Hr"
"Fndc4"
"Flad1"
"Zbtb21"
"Stard13"
"Snhg16"
"Nos2"
"Hoxb13"
"Rsad1"
"Ccpg1"
"Klhl5"
"Mst1"
"Kalrn"
"Tmprss11g"
"Enah"
"Ptpdc1"
"Mamdc2"
"Tmem106a"
"Col6a4"
"Dyrk4"
"Zfp970"
"Mtm1"
"Nkain1"
"Clcn6"
"Trp53i11"
"Ganc"
"Pax5"
"Zfp1006"
"Ucp2"
"Dennd2b"
"Shisa5"
"Ebf3"
"Pigw"
"Id3"
"Iho1"
"Dclk1"
"H2-K1"
"Elmod2"
"Olfml2b"
"Gm53447"
"Ptgis"
"Pafah2"
"Troap"
"Plcd1"
"Robo1"
"Akr1c18"
"Lrrk2"
"Bmper"
"Ubtd1"
"Adam3"
"Pax2"
"Wdr76"
"2610008E11Rik"
"Ephb2"
"Gm13456"
"Arid5b"
"Mreg"
"Engase"
"Hibch"
"Gm14410"
"Idi1"
"Rnaseh2c"
"Arhgef3"
"Lrrc8c"
"Ptp4a3"
"Mnd1"
"Ormdl2"
"2510022D24Rik"
"Pcdh19"
"Josd2"
"Glipr1"
"Alg1"
"Slc35f3"
"Rgs17"
"Rabl3"
"Gnb4"
"Pex12"
"Dlg2"
"Gm35019"
"Mfap1b"
"Zfp672"
"Ctso"
"Cth"
"Vegfb"
"Cp"
"Gm53778"
"Cd9"
"Samd4"
"Phldb2"
"Rusc1"
"Samd14"
"Tbc1d32"
"Zfhx2"
"Arl4c"
"Magef1"
"Zswim6"
"Pgap6"
"Itgal"
"Dtna"
"Tmem186"
"Slpi"
"Aplp1"
"Mtcl1"
"Ccl7"
"Mt2"
"Anks3"
"Dpy19l1"
"Neu1"
"Phlda2"
"LOC118568338"
"Qrfp"
"Gm13889"
"Otog"
"Igsf5"
"Sema3c"
"Tbccd1"
"Cdkn2d"
"Bcar3"
"Nr4a1"
"Hexd"
"Cryzl2"
"Pot1b"
"Erap1"
"Neurl1a"
"Sh2d6"
"Rwdd2b"
"A630001G21Rik"
"Ascl1"
"Il18rap"
"Gm30504"
"Zfp532"
"Ift122"
"Alg12"
"Akr1b7"
"Cd68"
"Sh3gl3"
"Mvd"
"Gmppa"
"Hvcn1"
"Nectin2"
"Trim54"
"Zfp568"
"Gm53989"
"Acox2"
"Taf7l"
"Dock5"
"Tbx3"
"Nsun3"
"Ttll9"
"Acss2"
"Phlda3"
"Mideas"
"Zfp971"
"Loxl3"
"Rnf24"
"Nlrx1"
"Them4"
"Gm8730"
"Pla2g2e"
"Rab2b"
"Cyp2j6"
"Adamts7"
"Cdh26"
"Socs2"
"Polr3g"
"Pcdh15"
"Cand2"
"Mast4"
"Cd14"
"Lamc2"
"Lgals3bp"
"Gm20559"
"Asb4"
"Tph2"
"Cd248"
"Kyat1"
"Bcl2"
"Cd300lb"
"Rtkn2"
"Gm17768"
"Hipk2"
"Frmd4a"
"Gas1"
"Gm46032"
"Olfm1"
"Selenoo"
"Ninj1"
"Dyrk3"
"Col8a1"
"Sdf2l1"
"Eid2"
"Iqcg"
"Naglu"
"Mdm1"
"Socs5"
"Rab27b"
"Gm35612"
"Pros1"
"Six4"
"Trpv2"
"Gpsm1"
"Lipg"
"Itga2b"
"Akr1c13"
"Krt80"
"Ttyh3"
"Timp2"
"D130040H23Rik"
"Gm14018"
"Abca16"
"Abcc10"
"Ap5b1"
"Clip2"
"Hexim1"
"Snap29"
"Itprip"
"P4ha2"
"Apol8"
"Chchd10"
"Fam89b"
"Rdh12"
"Dysf"
"Trappc6a"
"Mtmr11"
"Maml3"
"Ccdc134"
"2510009E07Rik"
"Ttc28"
"Lpo"
"Gm45871"
"Zfp33b"
"Kif21b"
"Map2"
"Slc17a7"
"Tcta"
"Cdpf1"
"Gstm2"
"LOC115489545"
"Il7"
"Gm5526"
"Pdk2"
"Prodh"
"Mt1"
"Iba57"
"Nherf2"
"Ptgr1"
"Mvp"
"Cenpv"
"Gm50105"
"Gypc"
"Pde1a"
"Pla1a"
"H2-T10"
"Herc6"
"Bambi"
"Gm13056"
"Bdnf"
"Lpin1"
"Gng7"
"Dennd2a"
"Ctnnal1"
"Car9"
"Zfp992"
"Il1rap"
"Rorc"
"Fam83h"
"Mat1a"
"Fam111a"
"Ccn4"
"Snapc5"
"Casz1"
"St3gal1"
"Actr3b"
"E230016M11Rik"
"Elf3"
"Morrbid"
"Crlf1"
"Cxxc5"
"Apbb1ip"
"Mppe1"
"Klf2"
"Alpk1"
"Zfp759"
"Coq8a"
"N6amt1"
"Klra4"
"Serpine1"
"Ttc41"
"Cercam"
"Fam162a"
"Wtip"
"Zfp991"
"Ptpru"
"Cxcl1"
"Zfp429"
"Ccdc137"
"Map1a"
"Kbtbd8"
"Gm40323"
"Ppp6r2"
"Wdr81"
"Cnn2"
"Gm52290"
"Pccb"
"Rab32"
"Sult6b1"
"S1pr1"
"Ankrd50"
"Dtx3l"
"Dpep1"
"Mageb2"
"Dipk1a"
"Napb"
"Gm13073"
"C1ra"
"Cnp"
"Syt13"
"Lrp4"
"B3gntl1"
"Ccdc40"
"Gm46162"
"Gm6180"
"Tlr3"
"Cyp4f16"
"Bscl2"
"Pik3r5"
"Mageb11"
"Acp5"
"Gstk1"
"Fetub"
"Atp8b3"
"Tcf7"
"Stab1"
"Mical2"
"Serpini1"
"Slc6a17"
"Kifc3"
"Eml1"
"Snx20"
"1700113B09Rik"
"H2-Eb1"
"Bnip3l"
"Arl16"
"Abhd15"
"Gm40003"
"Cdh13"
"Gm20560"
"Slc25a35"
"Cacnb2"
"Map2k3os"
"Xlr3d-ps"
"Bnip3l-ps"
"Echdc1"
"Chst1"
"Arhgap25"
"Gm5637"
"Il15ra"
"Itgbl1"
"Matn2"
"Gm6560"
"Gm20005"
"Jak3"
"Pigp"
"1300002E11Rik"
"Hey1"
"Hfe"
"Ank"
"Gm5869"
"Gm7247"
"Ptprn"
"Etl4"
"Zfp936"
"Whrn"
"Fa2h"
"Soat2"
"Zcchc17"
"Pde1c"
"Myh7b"
"Rbm12b1"
"Hpcal1"
"Acsbg1"
"Tspan12"
"Mageb1"
"Zfhx3"
"Zfp937"
"Sp140"
"Galns"
"Tmem67"
"Raet1e"
"Gm34808"
"Thbd"
"B630019K06Rik"
"Hint3"
"Rab29"
"Homer3"
"Lhx6"
"1110019D14Rik"
"Eef1a1-ps1"
"Dok7"
"Naip2"
"2010320M18Rik"
"Trim56"
"Itgb7"
"Cyb561d2"
"Syt16"
"Tcaf2"
"Mapk8ip1"
"Tmem119"
"Rgn"
"Col11a1"
"Gm11843"
"Irf6"
"AW146154"
"Acad12"
"Creb5"
"Aire"
"Mmp2"
"Fkbp14"
"Hcfc1r1"
"Lpin3"
"Cyb5rl"
"C430042M11Rik"
"Ilvbl"
"Irf9"
"B230217C12Rik"
"Lin28b"
"Ss18l2"
"Pgap3"
"Gm8126"
"Ebf4"
"Tfcp2l1"
"Gfra1"
"Ntng2"
"Des"
"Man1c1"
"Gm13493"
"Zscan20"
"Adam11"
"Rundc3a"
"5930403N24Rik"
"Gm5624"
"Zc3h6"
"Zscan26"
"Hbegf"
"Itgb8"
"Rab37"
"Trappc2"
"Tnfrsf14"
"Ctns"
"Ces1g"
"Tap2"
"Fbxl16"
"Zfp976"
"Dennd2d"
"Cphx1"
"Agmo"
"Zfp446"
"Gm6634"
"Gm2379"
"Parp9"
"Efr3b"
"Msln"
"Parp12"
"Cryl1"
"Ldhd"
"Epn3"
"Csad"
"Kctd11"
"Pard6g"
"Ebf1"
"Gm2381"
"Parp14"
"Gm14150"
"Extl1"
"Zfp133-ps"
"3300005D01Rik"
"H2ac23"
"Gadd45g"
"Pitpnc1"
"Clca4a"
"Tnfrsf9"
"Tmcc2"
"Tcp11l2"
"Abcc2"
"Gm52334"
"Scai"
"Gm26782"
"Il13ra2"
"Fbxo27"
"Muc13"
"Dleu2"
"Nr1d1"
"Zfp964"
"Ak4"
"Tgfbr3"
"Tmem117"
"Trim12c"
"Akap3"
"Gm7332"
"Flrt2"
"Rasgrp3"
"Gamt"
"Celsr3"
"2610318N02Rik"
"Gm17383"
"Dynap"
"Hemk1"
"Paxx"
"Kank1"
"Spsb1"
"Arhgef10l"
"Plekhm3"
"Apc2"
"Slc35d2"
"Pts"
"Sphk1"
"Gm42075"
"Gm40007"
"2410012E07Rik"
"Ccl27a"
"Wincr1"
"Adgrb1"
"Ogfod3"
"Gm53591"
"Lmntd2"
"Tcp11x2"
"Rasip1"
"Or5m3b"
"Fbln2"
"Mir17hg"
"Pmfbp1"
"Arhgef6"
"Dqx1"
"Pde4c"
"Ptpn18"
"Acvrl1"
"Gm15433"
"Gm4262"
"Ampd3"
"Dpys"
"Gm5873"
"1810014B01Rik"
"Rigi"
"Zfp947"
"Iyd"
"Bcl6"
"Tspan8"
"Sgsh"
"Ahnak2"
"Gm12610"
"Ifih1"
"Ctnnbip1"
"Gm16386"
"Letm2"
"Gm19610"
"Gm35012"
"Il23a"
"Shroom4"
"Gm29680"
"Tha1"
"A430033K04Rik"
"Egf"
"Gm36298"
"Rpl13-ps6"
"Gm13203"
"St6galnac4"
"Kdm7a"
"Tent5a"
"Rab26os"
"Ggt1"
"Snhg1"
"Cyp46a1"
"Atp7b"
"Scube3"
"Dpyd"
"Gm38450"
"Nat8"
"Tjp3"
"Selenom"
"Trpv4"
"Hdac8"
"Nol4"
"Rarb"
"Dgka"
"Mturn"
"Inhbe"
"Cfap96"
"4930579C12Rik"
"Exd1"
"Ypel1"
"9330102E08Rik"
"6430548M08Rik"
"Pde2a"
"Cpm"
"Gm36876"
"Layn"
"Gm2012"
"Gm31223"
"Tnnc2"
"Dnajc6"
"Lcp1"
"Jph2"
"Rnasel"
"Scin"
"Gm2030"
"Ildr1"
"Adamts12"
"Tnik"
"Arl5c"
"TrnC"
"Pcna-ps2"
"Tgfb2"
"Gm41031"
"Gm32498"
"Fcgbp"
"Gm35299"
"Fam43a"
"Nudt17"
"Espn"
"Dscc1"
"Nr1h4"
"Tmem42"
"Ttll11"
"Tafa5"
"Fblim1"
"Pear1"
"Zfp799"
"Fcgr3"
"Pkhd1l1"
"Thnsl2"
"Gm26910"
"Arhgap29"
"Rasa4"
"Lrrc57"
"Bdkrb2"
"Stap2"
"Hoxc5"
"Dusp23"
"Scn1a"
"Abca3"
"Gm10487"
"Gm46046"
"2610306M01Rik"
"Tent5d"
"Pmp22"
"Ckb"
"P4ha3"
"Gm16001"
"Scn8a"
"H2bc8"
"Mroh8"
"AA467197"
"Rnf227"
"Pfn2"
"4930586N03Rik"
"Gm52520"
"Gm5454"
"Pgc"
"Icosl"
"Gm41917"
"1700024J04Rik"
"TrnN"
"Btn1a1"
"Dnm1"
"Sema5a"
"Gm36198"
"Gm5835"
"Aldh1l1"
"Gm5620"
"Cx3cl1"
"Slc34a1"
"Gm11451"
"Bnip3"
"Gm31786"
"Gm28188"
"Zup1"
"Dusp2"
"Dlgap1"
"Gm272"
"Lum"
"Bbs10"
"Spin2c"
"H2-M10.1"
"Rgcc"
"Col11a2"
"Lbh"
"Arap3"
"2310039L15Rik"
"Pigr"
"Selenop"
"Gm14127"
"AA986860"
"Slc52a3"
"Gm26797"
"Tgm3"
"Serpinb7"
"Fam229b"
"Gm38863"
"H2-DMa"
"Lynx1"
"4930568A12Rik"
"Ppef1"
"Hspa2"
"Shld1"
"Cped1"
"Cadm4"
"Myzap"
"A130010J15Rik"
"Shank2"
"Gm16685"
"Ropn1l"
"Naaladl1"
"Ppp1r3f"
"Sema7a"
"Ly96"
"Gm12430"
"Spef1"
"Gm34077"
"Radil"
"Sp2"
"C2"
"Cyp2j9"
"Ptprv"
"Fam174c"
"Slco1a5"
"Slc45a3"
"Gm21748"
"Slc5a1"
"Srgap3"
"Trim66"
"Ppm1n"
"Gm35963"
"Clec4d"
"Nlrp2"
"Usp17lb"
"Stard8"
"Gm57808"
"Hpn"
"Magee1"
"Pstpip1"
"Bgn"
"Zc4h2"
"Rims2"
"Lgals9"
"Ak5"
"Klf15"
"Rassf5"
"Gm10488"
"Cd86"
"Amy1"
"Gm34138"
"Fam161b"
"Gm34097"
"Mmp9"
"Icam2"
"Gm45855"
"Nmnat2"
"Rnf135"
"Oas1c"
"4930556M19Rik"
"Gm11454"
"Fmod"
"Trim34a"
"2900026A02Rik"
"Rpl3-ps2"
"Shpk"
"Gm14636"
"Tmem169"
"Sema3f"
"Ubap1l"
"Mmp28"
"Pls1"
"Synpr"
"Crppa"
"Gm38983"
"Tnfrsf23"
"Otogl"
"Slc7a7"
"Lyz2"
"Bnc2"
"Gm30074"
"Gm5560"
"Gm4833"
"Amdhd1"
"Tsacc"
"Zfp324"
"Prokr1"
"Gm36210"
"Trim21"
"3425401B19Rik"
"Gm38416"
"Gm14164"
"Lrfn2"
"Gm13373"
"Gm53464"
"Gm5525"
"Folr1"
"Gm40527"
"Fgfr2"
"9630028I04Rik"
"Gm30561"
"Lrrc56"
"Gypa"
"Aqp1"
"Mark1"
"Snhg18"
"Dzank1"
"Zfp786"
"Reck"
"Porcn"
"Adamtsl4"
"Tspan32"
"LOC118568094"
"Hsh2d"
"Poln"
"Garin1b"
"LOC102636478"
"LOC118567828"
"Gpr3"
"Gstm7"
"Nrgn"
"BC039966"
"Gm32379"
"Gm18609"
"Etnppl"
"Gm53452"
"D630003M21Rik"
"Abca1"
"Snhg10"
"Atp6v0c-ps2"
"Gm32403"
"Gm2999"
"Gm32276"
"Slc26a5"
"Klra6"
"Eng"
"Card14"
"Ecscr"
"Or56b6"
"Gm34765"
"Rpl7a-ps11"
"Gm17501"
"Eppk1"
"Nmi"
"Gm16263"
"Prelid2"
"Rac2"
"Gm33153"
"Gm51625"
"Plek"
"Cxcl5"
"Krt20"
"Gm11963"
"Bend6"
"Gm39193"
"Cfap77"
"Sipa1l2"
"Gm41958"
"Ankrd37"
"Cyp27b1"
"Dtx1"
"Adcy5"
"Col27a1"
"Igtp"
"Oas1b"
"Chst15"
"Aldh3b1"
"Klra2"
"Dcp1b"
"Gm34739"
"Tnni1"
"Tram2"
"Oas3"
"Gm44764"
"Phex"
"B3galt4"
"Kcnk2"
"2310075K07Rik"
"Gm20544"
"Srpx2"
"Ido2"
"Spred3"
"Rmrp"
"Npr3"
"Heg1"
"Plekha7"
"Il31ra"
"Gm7623"
"Vegfd"
"Smim11"
"Igsf9"
"Prl2c5"
"Sema3d"
"Ccdc92b"
"Prex1"
"Smagp"
"Ccdc69"
"Ank1"
"Myh14"
"Elmo1"
"Gm53594"
"Trim17"
"Hes7"
"Tmem200a"
"Zfp423"
"Slc22a18"
"Cyp4f17"
"Misfa"
"Stmn2"
"Ces1f"
"Dapp1"
"Zfp14"
"Pkd1l2"
"Gm32443"
"1700112H15Rik"
"Plat"
"Ptchd1"
"Epm2a"
"Gm4952"
"Traf3ip3"
"Gm32122"
"Col23a1"
"5033430I15Rik"
"9230114K14Rik"
"Bcas1"
"Gm36907"
"Gstm6"
"Tns4"
"LOC118568475"
"Gm54301"
"Cass4"
"4930525G20Rik"
"Rpl7a-ps3"
"Fjx1"
"Srcin1"
"Klhl3"
"Mafa"
"Gm2759"
"Plb1"
"Ces5a"
"Plekha6"
"Sntg1"
"R74862"
"Acan"
"Gm34790"
"Coro2b"
"Gm11696"
"Amt"
"Myo16"
"Sgcd"
"Riiad1"
"Sdcbp2"
"AU041133"
"Clec1a"
"Mannr"
"Myo1g"
"Ifi209"
"Arhgap45"
"Ephx1"
"Dnah7b"
"Gm35125"
"Xlr3b"
"Lama2"
"Gm27021"
"Tmem139"
"Mgst2"
"Gm46149"
"G630018N14Rik"
"Ccl28"
"Hoxa13"
"Gm7274"
"Gm11605"
"Dhh"
"Cubn"
"Mab21l3"
"Airn"
"Bmf"
"Enho"
"Slc18a1"
"Gm6020"
"Rab30"
"Gm12784"
"Ttpa"
"Shc2"
"Dlgap2"
"Asgr1"
"Sla2"
"Mok"
"Nwd1"
"Iqank1"
"Cyp4b1"
"Fth1-ps"
"Ptprn2"
"Trp53cor1"
"Gm2318"
"Rhox10"
"Gm40950"
"Gm42056"
"Gm19426"
"A330076C08Rik"
"Izumo4"
"LOC102638047"
"F5"
"Gmpr"
"Gm6682"
"Gm39215"
"2810408A11Rik"
"Asic4"
"Arhgap33os"
"Lrrc61"
"Tmem132d"
"Mucl3"
"Spata6l"
"Gm53172"
"Toporsl"
"1700019E08Rik"
"Kifc2"
"Gm4798"
"Bace1"
"Il21r"
"Ush1c"
"Flywch2"
"Gm3681"
"Ephb3"
"Brd3os"
"Gm9567"
"Gm7040"
"Gm8226"
"Gm41011"
"Mark4-ps"
"Stox2"
"H2ac24"
"Gm42632"
"Zfp229"
"Gm40738"
"Itgae"
"C130046K22Rik"
"Nxf7"
"Gm35037"
"Cyp26b1"
"Gm46565"
"Krtcap3"
"Dlk2"
"Oas1a"
"Gm5921"
"Plek2"
"Shc4"
"Gm21411"
"Abca4"
"Gm39783"
"Gnmt"
"Gm39114"
"Gm30108"
"Kcnab3"
"Capn8"
"Gm5113"
"Xylt1"
"Nme3"
"Plekha4"
"Tbc1d16"
"Gm6938"
"Mmp16"
"Gm4325"
"Ssu2"
"Selenbp1"
"Ggnbp2os"
"Eif3s6-ps2"
"Gm6288"
"T2"
"Ifi203"
"Rasgrp2"
"Sh3tc1"
"Gm35551"
"Ccdc73"
"Gm39473"
"4930591A17Rik"
"Zfp882"
"Zfp993"
"Adamtsl3"
"Gm5855"
"Rnf183"
"Msx3"
"Ankrd45"
"LOC100041034"
"D930048N14Rik"
"Fmnl1"
"Wdr5b"
"Gm39526"
"Lrrn4cl"
"Gm32092"
"Col1a1"
"Cfap251"
"Tdrd12"
"Syt7"
"Rgs11"
"Car7"
"Ap1m2"
"Gm33318"
"Gdpd3"
"AW046200"
"Gm46903"
"Sema3b"
"Echdc2"
"Phactr1"
"Cpxm1"
"Grhl1"
"Gm42081"
"Gm36393"
"Ceacam19"
"Wif1"
"Gm32546"
"Oas1h"
"Gm40232"
"Vangl2"
"Gpr137c"
"Tmem140"
"Clec10a"
"Itga9"
"Gm6625"
"Gcnt2"
"1700001K23Rik"
"Gm34667"
"Gm52059"
"Ctss"
"4930480K23Rik"
"Pde7b"
"Hmcn1"
"Gm9687"
"Slc12a5"
"Afap1l1"
"Gm17655"
"Clec12b"
"Myo5c"
"Tbx1"
"Eaf2"
"Adh1"
"Gm7398"
"Arhgef16"
"Gm10419"
"Map7d2"
"Cd302"
"Hacd4"
"Guca1b"
"Mgll"
"Abcg1"
"Sema4a"
"Gm31673"
"Tm7sf2"
"Cdk15"
"Ror1"
"Gm4865"
"Gm53284"
"Gm9347"
"Myh3"
"Gm39008"
"Gm44507"
"Efhc1"
"Gm6664"
"Spats2l"
"Arhgap24"
"Gm26787"
"Dthd1"
"Gm4613"
"Gm9922"
"Pgbd5"
"Ccdc27"
"D030028A08Rik"
"Gm8493"
"Gm550"
"Atp6v1b1"
"Gm1600"
"Sp110"
"LOC118568470"
"Cpt1c"
"Ostn"
"Rbm11"
"Strip2"
"Cryab"
"Gm41372"
"Gm40121"
"Gm4911"
"Gm21284"
"1810063I02Rik"
"Chrnd"
"Atg9b"
"Cbr2"
"Aqp3"
"Gm8995"
"Vrtn"
"Gm30233"
"Pclo"
"Dnase1"
"H2ac19"
"Gm12648"
"Meig1"
"Serpinb1a"
"Slc39a12"
"D230017M19Rik"
"Klhdc8a"
"Camsap3"
"Slfn5"
"Rnf225"
"Mrgprf"
"Egr3"
"Gm15728"
"Gm41013"
"Tmc8"
"Scn2a"
"Klhl1"
"Magea9"
"C330013E15Rik"
"Runx3"
"Gm14267"
"Notum"
"Ankub1"
"Gsta13"
"Sult2a2"
"Grik2"
"Tppp3"
"Idi1-ps1"
"Acbd7"
"Ptprd"
"H2bc18"
"Fxyd2"
"Mef2bl"
"Daam2"
